1,arin
7,ripe
8,arin
28,ripe
29,arin
137,ripe
138,arin
173,apnic
174,arin
224,ripe
225,arin
248,ripe
252,arin
261,ripe
262,arin
278,lacnic
279,arin
286,ripe
287,arin
288,ripe
289,arin
294,ripe
295,arin
375,ripe
376,arin
378,ripe
379,arin
513,ripe
514,arin
517,ripe
518,arin
528,ripe
530,arin
540,arin
541,arin
544,ripe
545,arin
553,ripe
554,arin
559,ripe
560,arin
565,ripe
566,arin
580,arin
581,arin
590,ripe
591,arin
593,ripe
594,arin
669,ripe
670,arin
676,lacnic
677,arin
679,ripe
681,apnic
682,arin
695,ripe
698,arin
709,ripe
711,arin
712,ripe
713,arin
719,ripe
720,arin
760,ripe
762,arin
764,ripe
765,arin
766,ripe
767,arin
774,ripe
784,arin
786,ripe
787,arin
789,ripe
791,arin
1101,ripe
1201,arin
1203,ripe
1204,arin
1205,ripe
1206,arin
1213,ripe
1214,arin
1221,apnic
1222,arin
1228,afrinic
1233,apnic
1234,ripe
1236,arin
1237,apnic
1238,arin
1241,ripe
1242,arin
1248,ripe
1249,arin
1250,apnic
1251,lacnic
1252,arin
1253,ripe
1254,arin
1257,ripe
1258,arin
1267,ripe
1276,arin
1279,ripe
1280,arin
1290,ripe
1291,arin
1292,lacnic
1293,arin
1296,lacnic
1297,ripe
1298,arin
1299,ripe
1310,arin
1318,ripe
1319,arin
1342,ripe
1343,arin
1352,ripe
1354,arin
1547,ripe
1548,arin
1653,ripe
1655,arin
1658,arin
1659,apnic
1660,arin
1663,ripe
1664,arin
1680,ripe
1681,arin
1704,apnic
1705,arin
1707,ripe
1727,arin
1729,ripe
1730,arin
1732,ripe
1733,arin
1738,ripe
1740,arin
1741,ripe
1742,arin
1748,ripe
1749,arin
1752,ripe
1753,arin
1754,ripe
1757,arin
1759,ripe
1760,arin
1764,ripe
1765,arin
1768,apnic
1770,ripe
1772,arin
1774,ripe
1775,arin
1776,ripe
1777,arin
1780,ripe
1781,apnic
1782,arin
1797,lacnic
1798,arin
1831,lacnic
1832,arin
1833,ripe
1834,arin
1835,ripe
1838,arin
1840,lacnic
1841,ripe
1842,arin
1849,ripe
1851,apnic
1852,arin
1853,ripe
1855,arin
1877,ripe
1902,ripe
1904,arin
1916,lacnic
1917,arin
1921,ripe
1924,arin
1926,ripe
1927,arin
1930,ripe
1931,arin
1935,ripe
1956,arin
1960,ripe
1963,arin
1967,ripe
1968,arin
2004,ripe
2005,arin
2012,ripe
2013,arin
2016,ripe
2018,afrinic
2019,arin
2026,ripe
2030,arin
2036,ripe
2037,arin
2038,ripe
2041,arin
2042,apnic
2043,ripe
2044,arin
2045,ripe
2046,arin
2047,ripe
2048,arin
2049,ripe
2050,arin
2057,ripe
2107,ripe
2137,arin
2144,apnic
2145,arin
2146,lacnic
2147,ripe
2149,arin
2174,ripe
2274,arin
2277,lacnic
2278,ripe
2378,arin
2380,ripe
2381,arin
2385,apnic
2386,arin
2387,ripe
2489,arin
2494,ripe
2495,arin
2497,apnic
2529,ripe
2531,arin
2537,apnic
2538,arin
2541,ripe
2542,arin
2546,ripe
2548,arin
2549,lacnic
2550,arin
2554,apnic
2555,arin
2561,afrinic
2562,arin
2563,apnic
2564,arin
2569,apnic
2571,arin
2578,ripe
2579,arin
2585,ripe
2615,arin
2638,lacnic
2639,arin
2643,ripe
2644,arin
2647,ripe
2648,arin
2683,ripe
2684,arin
2697,apnic
2698,arin
2706,apnic
2707,arin
2708,lacnic
2709,arin
2713,apnic
2714,arin
2715,lacnic
2717,arin
2739,lacnic
2740,arin
2756,apnic
2757,arin
2764,apnic
2765,arin
2766,ripe
2767,arin
2772,apnic
2773,ripe
2823,apnic
2824,arin
2830,ripe
2880,arin
2895,ripe
2896,arin
2904,lacnic
2905,afrinic
2906,arin
2907,apnic
2908,arin
2915,apnic
2916,arin
2917,ripe
2918,arin
2921,ripe
2922,arin
2925,apnic
2927,arin
3058,ripe
3059,arin
3067,afrinic
3069,arin
3083,ripe
3110,arin
3132,lacnic
3133,arin
3141,lacnic
3142,arin
3151,ripe
3152,arin
3154,ripe
3208,afrinic
3209,ripe
3354,arin
3357,apnic
3358,arin
3363,apnic
3364,arin
3382,apnic
3383,arin
3391,apnic
3392,arin
3395,apnic
3396,arin
3412,ripe
3416,arin
3449,lacnic
3450,arin
3451,arin
3454,lacnic
3455,arin
3460,apnic
3461,arin
3462,apnic
3463,arin
3484,lacnic
3485,arin
3487,lacnic
3488,apnic
3489,arin
3496,lacnic
3497,arin
3510,apnic
3511,arin
3548,lacnic
3549,arin
3550,apnic
3551,lacnic
3552,arin
3556,lacnic
3557,arin
3558,apnic
3560,arin
3583,apnic
3584,arin
3596,lacnic
3598,arin
3603,lacnic
3604,arin
3605,apnic
3606,arin
3608,apnic
3609,arin
3624,ripe
3625,arin
3631,lacnic
3633,arin
3636,lacnic
3637,arin
3640,lacnic
3641,arin
3661,apnic
3663,arin
3689,apnic
3694,arin
3711,apnic
3712,arin
3717,apnic
3718,arin
3741,afrinic
3742,arin
3747,apnic
3749,arin
3757,apnic
3759,arin
3773,apnic
3774,arin
3775,apnic
3776,arin
3784,apnic
3785,arin
3786,apnic
3788,arin
3790,lacnic
3791,arin
3813,apnic
3814,arin
3816,lacnic
3817,arin
3825,apnic
3826,arin
3836,apnic
3837,arin
3839,apnic
3841,arin
3843,ripe
3844,arin
3905,lacnic
3906,arin
3917,ripe
3919,arin
3929,apnic
3930,arin
3968,lacnic
3969,apnic
3970,arin
3976,apnic
3977,arin
4007,apnic
4008,arin
4040,apnic
4041,arin
4049,apnic
4050,arin
4058,apnic
4059,arin
4060,apnic
4061,arin
4134,apnic
4135,arin
4141,lacnic
4142,apnic
4143,arin
4148,ripe
4149,arin
4158,apnic
4159,arin
4174,apnic
4176,arin
4178,afrinic
4179,arin
4180,arin
4197,apnic
4198,arin
4202,apnic
4203,arin
4209,lacnic
4210,arin
4230,lacnic
4231,arin
4242,lacnic
4243,arin
4244,lacnic
4245,arin
4251,apnic
4252,arin
4270,lacnic
4271,arin
4274,apnic
4275,arin
4352,apnic
4353,arin
4381,apnic
4383,arin
4387,lacnic
4388,arin
4405,ripe
4431,apnic
4432,arin
4433,apnic
4435,arin
4457,ripe
4459,arin
4493,lacnic
4494,arin
4515,apnic
4516,arin
4524,ripe
4525,arin
4528,apnic
4529,arin
4535,lacnic
4536,arin
4538,apnic
4539,arin
4571,afrinic
4572,arin
4588,ripe
4590,arin
4594,apnic
4595,arin
4605,apnic
4606,arin
4608,apnic
4866,arin
4914,lacnic
4915,arin
4926,lacnic
4927,arin
4944,lacnic
4945,arin
4961,apnic
4962,arin
4964,lacnic
4965,arin
4967,lacnic
4968,arin
4974,ripe
4975,arin
4995,lacnic
4996,arin
5005,lacnic
5006,arin
5017,apnic
5019,arin
5051,apnic
5052,arin
5085,apnic
5086,arin
5087,apnic
5088,arin
5089,ripe
5090,arin
5377,ripe
5536,afrinic
5537,ripe
5632,arin
5633,lacnic
5634,arin
5639,lacnic
5640,arin
5648,lacnic
5649,arin
5692,lacnic
5693,arin
5708,lacnic
5709,apnic
5710,arin
5713,afrinic
5714,arin
5722,lacnic
5723,arin
5734,afrinic
5735,arin
5745,lacnic
5746,arin
5772,lacnic
5773,arin
6057,lacnic
6058,arin
6063,lacnic
6066,arin
6067,ripe
6068,apnic
6069,arin
6083,afrinic
6084,lacnic
6085,ripe
6086,arin
6089,afrinic
6090,arin
6121,lacnic
6122,arin
6125,lacnic
6126,arin
6127,afrinic
6128,arin
6133,lacnic
6134,arin
6135,lacnic
6136,arin
6147,lacnic
6149,afrinic
6150,arin
6163,apnic
6164,arin
6168,ripe
6169,arin
6180,afrinic
6181,arin
6187,afrinic
6188,arin
6193,lacnic
6194,arin
6240,lacnic
6241,arin
6262,apnic
6263,arin
6306,lacnic
6307,arin
6320,ripe
6321,arin
6332,lacnic
6333,arin
6342,lacnic
6343,arin
6351,afrinic
6352,arin
6400,lacnic
6401,arin
6412,ripe
6413,arin
6429,lacnic
6430,arin
6458,lacnic
6459,arin
6471,lacnic
6472,arin
6487,lacnic
6488,arin
6495,lacnic
6496,arin
6503,lacnic
6504,arin
6505,lacnic
6506,arin
6529,afrinic
6530,arin
6535,lacnic
6536,arin
6543,lacnic
6544,arin
6545,lacnic
6546,arin
6560,afrinic
6561,arin
6568,lacnic
6569,arin
6590,lacnic
6591,arin
6619,apnic
6620,arin
6648,apnic
6649,arin
6656,ripe
6713,afrinic
6714,ripe
6879,afrinic
6880,ripe
6912,arin
6927,lacnic
6928,arin
6945,lacnic
6946,arin
6957,lacnic
6958,arin
6968,afrinic
6969,arin
7002,lacnic
7003,arin
7004,lacnic
7006,arin
7020,afrinic
7021,arin
7038,lacnic
7039,arin
7048,lacnic
7050,arin
7056,lacnic
7057,arin
7063,lacnic
7064,arin
7080,lacnic
7081,arin
7087,lacnic
7088,arin
7103,lacnic
7104,arin
7120,lacnic
7121,arin
7125,lacnic
7126,arin
7131,apnic
7132,arin
7137,lacnic
7138,arin
7139,arin
7149,lacnic
7150,arin
7154,afrinic
7155,arin
7157,lacnic
7158,arin
7162,lacnic
7163,arin
7167,lacnic
7168,arin
7173,lacnic
7174,arin
7175,apnic
7176,arin
7184,lacnic
7185,arin
7195,lacnic
7196,arin
7199,lacnic
7200,arin
7231,afrinic
7232,arin
7236,lacnic
7237,arin
7238,arin
7298,lacnic
7299,arin
7303,lacnic
7304,arin
7313,lacnic
7314,arin
7315,lacnic
7316,arin
7325,lacnic
7326,arin
7340,lacnic
7341,arin
7365,lacnic
7366,arin
7390,afrinic
7391,arin
7399,lacnic
7400,arin
7408,lacnic
7409,arin
7414,lacnic
7415,arin
7417,lacnic
7419,arin
7420,afrinic
7421,arin
7428,lacnic
7429,arin
7437,lacnic
7439,arin
7460,afrinic
7461,arin
7465,lacnic
7466,arin
7467,apnic
7723,arin
7727,lacnic
7728,arin
7738,lacnic
7739,arin
7803,lacnic
7804,arin
7855,apnic
7856,arin
7864,lacnic
7865,arin
7890,lacnic
7891,arin
7901,apnic
7902,arin
7906,lacnic
7907,arin
7908,lacnic
7909,arin
7910,lacnic
7911,arin
7927,lacnic
7928,arin
7934,lacnic
7935,arin
7953,lacnic
7954,arin
7965,lacnic
7966,arin
7971,afrinic
7973,arin
7974,lacnic
7975,arin
7980,lacnic
7981,arin
7984,lacnic
7985,arin
7993,lacnic
7996,arin
7997,lacnic
7998,arin
8007,lacnic
8008,arin
8024,lacnic
8025,arin
8026,lacnic
8027,arin
8048,lacnic
8049,arin
8053,lacnic
8057,arin
8065,lacnic
8067,arin
8093,ripe
8094,afrinic
8095,arin
8096,lacnic
8097,arin
8140,lacnic
8142,arin
8151,lacnic
8152,arin
8163,lacnic
8164,arin
8167,lacnic
8168,arin
8178,lacnic
8179,arin
8192,ripe
8524,afrinic
8525,ripe
8770,afrinic
8771,ripe
9129,afrinic
9130,ripe
9216,apnic
10240,arin
10247,afrinic
10248,arin
10262,afrinic
10263,arin
10269,lacnic
10270,arin
10277,lacnic
10278,arin
10285,lacnic
10286,arin
10293,lacnic
10294,arin
10299,lacnic
10300,arin
10301,lacnic
10302,arin
10318,lacnic
10319,arin
10331,afrinic
10332,arin
10362,lacnic
10363,arin
10391,lacnic
10392,arin
10393,afrinic
10394,arin
10412,lacnic
10413,arin
10417,lacnic
10418,arin
10420,lacnic
10421,arin
10429,lacnic
10430,arin
10436,lacnic
10437,arin
10452,lacnic
10453,arin
10454,lacnic
10455,arin
10463,lacnic
10464,arin
10474,afrinic
10475,arin
10476,lacnic
10477,arin
10479,lacnic
10480,arin
10481,lacnic
10482,arin
10495,lacnic
10496,arin
10502,lacnic
10503,arin
10505,afrinic
10506,arin
10531,lacnic
10532,arin
10540,afrinic
10541,arin
10560,lacnic
10561,arin
10569,lacnic
10570,arin
10575,afrinic
10576,arin
10586,lacnic
10587,arin
10600,lacnic
10601,arin
10605,lacnic
10607,arin
10617,lacnic
10618,arin
10620,lacnic
10621,arin
10624,lacnic
10625,arin
10630,lacnic
10631,arin
10640,lacnic
10641,arin
10649,lacnic
10650,arin
10670,lacnic
10672,arin
10688,lacnic
10689,arin
10691,lacnic
10692,arin
10697,lacnic
10698,arin
10704,lacnic
10705,arin
10706,lacnic
10707,arin
10715,lacnic
10716,arin
10733,lacnic
10734,arin
10757,lacnic
10758,arin
10778,lacnic
10779,arin
10785,lacnic
10786,arin
10795,lacnic
10796,arin
10798,afrinic
10799,arin
10803,afrinic
10804,arin
10807,apnic
10808,arin
10824,lacnic
10825,arin
10834,lacnic
10835,arin
10841,lacnic
10842,arin
10847,lacnic
10848,arin
10875,lacnic
10876,arin
10881,lacnic
10882,arin
10895,lacnic
10896,arin
10897,lacnic
10898,afrinic
10899,arin
10906,lacnic
10907,arin
10922,arin
10923,arin
10938,lacnic
10939,arin
10954,lacnic
10955,arin
10964,lacnic
10965,arin
10983,lacnic
10984,arin
10986,lacnic
10987,arin
10992,lacnic
10993,arin
11008,lacnic
11009,arin
11014,lacnic
11015,arin
11053,lacnic
11054,arin
11058,lacnic
11059,arin
11063,lacnic
11064,arin
11081,lacnic
11082,arin
11083,lacnic
11084,arin
11087,lacnic
11088,arin
11097,lacnic
11098,arin
11125,afrinic
11126,arin
11136,lacnic
11137,arin
11157,afrinic
11158,arin
11172,lacnic
11173,arin
11193,lacnic
11194,arin
11201,afrinic
11202,arin
11237,lacnic
11238,arin
11242,lacnic
11243,arin
11254,lacnic
11255,arin
11256,lacnic
11257,arin
11259,afrinic
11260,arin
11265,afrinic
11266,arin
11271,lacnic
11272,arin
11284,lacnic
11285,arin
11295,lacnic
11296,arin
11311,lacnic
11312,arin
11315,lacnic
11316,arin
11335,lacnic
11336,arin
11338,lacnic
11339,arin
11340,lacnic
11341,ripe
11342,arin
11356,lacnic
11357,arin
11373,lacnic
11374,arin
11380,afrinic
11381,arin
11390,lacnic
11391,arin
11392,lacnic
11393,arin
11411,lacnic
11412,arin
11415,lacnic
11416,arin
11419,lacnic
11420,arin
11431,lacnic
11433,arin
11447,lacnic
11448,arin
11450,lacnic
11452,arin
11467,apnic
11468,arin
11497,lacnic
11499,arin
11503,lacnic
11504,arin
11514,lacnic
11515,arin
11519,lacnic
11520,arin
11556,lacnic
11557,arin
11562,lacnic
11563,arin
11569,afrinic
11570,arin
11571,lacnic
11572,arin
11581,lacnic
11582,arin
11585,lacnic
11586,arin
11592,lacnic
11593,arin
11599,lacnic
11600,arin
11617,lacnic
11618,arin
11642,lacnic
11643,arin
11644,lacnic
11645,afrinic
11646,arin
11660,ripe
11661,arin
11664,lacnic
11665,arin
11673,lacnic
11674,arin
11677,lacnic
11678,arin
11694,lacnic
11695,arin
11706,lacnic
11707,arin
11744,afrinic
11745,arin
11750,lacnic
11753,arin
11786,lacnic
11787,arin
11800,lacnic
11803,arin
11815,lacnic
11817,arin
11830,lacnic
11831,arin
11835,lacnic
11836,arin
11844,lacnic
11845,afrinic
11846,arin
11888,lacnic
11889,arin
11896,lacnic
11897,arin
11909,afrinic
11910,arin
11921,lacnic
11922,arin
11947,lacnic
11948,arin
11960,lacnic
11961,arin
11993,lacnic
11994,arin
12034,lacnic
12035,arin
12046,ripe
12047,arin
12066,lacnic
12067,arin
12091,afrinic
12092,arin
12127,lacnic
12128,arin
12135,lacnic
12137,arin
12140,lacnic
12141,arin
12143,afrinic
12144,arin
12146,lacnic
12147,arin
12150,lacnic
12151,arin
12248,lacnic
12249,arin
12252,lacnic
12253,arin
12258,afrinic
12259,arin
12264,lacnic
12265,arin
12288,ripe
12455,afrinic
12456,ripe
12556,afrinic
12557,ripe
13224,afrinic
13225,ripe
13312,arin
13316,lacnic
13317,arin
13318,lacnic
13319,arin
13320,lacnic
13321,arin
13353,lacnic
13354,arin
13357,lacnic
13358,arin
13381,lacnic
13382,arin
13402,afrinic
13403,arin
13424,lacnic
13425,arin
13440,lacnic
13441,arin
13459,lacnic
13460,arin
13474,lacnic
13475,arin
13489,lacnic
13490,arin
13495,lacnic
13496,arin
13514,lacnic
13515,arin
13519,afrinic
13520,arin
13521,lacnic
13523,arin
13544,lacnic
13545,arin
13569,afrinic
13570,arin
13579,lacnic
13580,arin
13584,lacnic
13586,arin
13591,lacnic
13592,arin
13643,lacnic
13644,arin
13679,lacnic
13680,arin
13682,lacnic
13683,arin
13761,lacnic
13762,arin
13774,lacnic
13775,arin
13835,lacnic
13836,arin
13854,afrinic
13855,arin
13874,lacnic
13875,arin
13878,lacnic
13879,ripe
13880,arin
13914,lacnic
13915,arin
13929,lacnic
13930,arin
13934,lacnic
13937,arin
13991,lacnic
13992,arin
13999,lacnic
14001,arin
14026,lacnic
14027,arin
14029,afrinic
14030,lacnic
14031,arin
14069,lacnic
14070,arin
14080,lacnic
14081,arin
14084,lacnic
14085,arin
14087,lacnic
14088,arin
14111,lacnic
14112,arin
14115,afrinic
14116,arin
14117,lacnic
14118,arin
14122,lacnic
14123,arin
14178,lacnic
14180,arin
14186,lacnic
14188,arin
14202,lacnic
14203,arin
14204,lacnic
14205,arin
14231,lacnic
14233,arin
14234,lacnic
14235,arin
14249,lacnic
14251,arin
14259,lacnic
14260,arin
14282,lacnic
14283,arin
14285,lacnic
14287,arin
14316,lacnic
14317,arin
14318,lacnic
14319,arin
14331,afrinic
14332,arin
14339,lacnic
14340,arin
14346,lacnic
14347,arin
14377,lacnic
14378,arin
14420,lacnic
14421,arin
14429,afrinic
14430,arin
14457,lacnic
14458,arin
14461,arin
14463,lacnic
14464,arin
14516,afrinic
14517,arin
14522,lacnic
14523,arin
14535,lacnic
14536,arin
14553,lacnic
14554,arin
14560,lacnic
14561,arin
14571,lacnic
14572,arin
14624,lacnic
14625,arin
14650,lacnic
14651,arin
14664,lacnic
14665,arin
14674,lacnic
14675,arin
14692,lacnic
14693,arin
14708,lacnic
14710,arin
14723,lacnic
14724,arin
14754,lacnic
14755,arin
14759,lacnic
14760,arin
14769,lacnic
14770,arin
14795,lacnic
14796,arin
14840,lacnic
14841,arin
14845,lacnic
14846,arin
14867,lacnic
14869,arin
14886,lacnic
14887,arin
14966,lacnic
14967,arin
14970,lacnic
14971,arin
14988,afrinic
14989,arin
15022,afrinic
15023,arin
15030,lacnic
15031,arin
15034,lacnic
15035,arin
15064,lacnic
15065,arin
15066,lacnic
15067,arin
15075,lacnic
15076,arin
15078,lacnic
15079,arin
15107,lacnic
15108,arin
15125,lacnic
15126,arin
15151,lacnic
15152,arin
15159,afrinic
15160,arin
15180,lacnic
15181,arin
15201,lacnic
15202,arin
15208,lacnic
15209,arin
15236,lacnic
15237,arin
15241,lacnic
15242,arin
15246,lacnic
15247,arin
15252,lacnic
15253,arin
15256,lacnic
15257,arin
15274,lacnic
15275,arin
15311,lacnic
15312,arin
15360,ripe
15399,afrinic
15400,ripe
15475,afrinic
15476,ripe
15706,afrinic
15707,ripe
15804,afrinic
15805,ripe
15825,afrinic
15826,ripe
15834,afrinic
15835,ripe
15964,afrinic
15965,ripe
16058,afrinic
16059,ripe
16214,afrinic
16215,ripe
16284,afrinic
16285,ripe
16384,arin
16394,arin
16397,lacnic
16398,arin
16416,afrinic
16417,arin
16418,lacnic
16419,arin
16471,lacnic
16472,arin
16506,lacnic
16507,arin
16522,lacnic
16523,arin
16528,lacnic
16529,arin
16531,lacnic
16532,arin
16547,afrinic
16548,arin
16592,lacnic
16593,arin
16594,lacnic
16595,arin
16596,lacnic
16597,arin
16606,lacnic
16608,arin
16629,lacnic
16630,afrinic
16631,arin
16637,afrinic
16638,arin
16663,lacnic
16664,arin
16685,lacnic
16686,arin
16689,lacnic
16690,arin
16701,lacnic
16702,arin
16712,lacnic
16713,arin
16732,lacnic
16733,arin
16735,lacnic
16737,arin
16738,arin
16742,lacnic
16743,arin
16762,lacnic
16763,arin
16772,lacnic
16773,arin
16780,lacnic
16781,arin
16800,afrinic
16801,arin
16814,lacnic
16815,arin
16847,lacnic
16848,arin
16849,lacnic
16850,arin
16853,afrinic
16854,arin
16864,lacnic
16865,arin
16874,lacnic
16875,arin
16885,lacnic
16886,arin
16891,lacnic
16892,arin
16906,lacnic
16907,afrinic
16908,arin
16911,lacnic
16912,arin
16960,lacnic
16961,arin
16973,lacnic
16974,arin
16975,lacnic
16976,arin
16990,lacnic
16991,arin
17069,lacnic
17070,arin
17072,lacnic
17073,arin
17079,lacnic
17080,arin
17086,lacnic
17087,arin
17108,lacnic
17109,arin
17126,lacnic
17127,arin
17147,lacnic
17148,afrinic
17149,arin
17182,lacnic
17183,arin
17205,lacnic
17206,arin
17208,lacnic
17209,arin
17220,afrinic
17221,arin
17222,lacnic
17223,arin
17249,lacnic
17251,arin
17255,lacnic
17256,arin
17257,lacnic
17258,arin
17260,afrinic
17261,arin
17287,lacnic
17288,arin
17312,afrinic
17313,arin
17329,lacnic
17330,arin
17376,lacnic
17377,arin
17379,lacnic
17380,arin
17399,lacnic
17400,afrinic
17401,lacnic
17402,arin
17408,apnic
18432,arin
18449,lacnic
18450,arin
18455,lacnic
18456,arin
18466,lacnic
18467,arin
18479,lacnic
18480,arin
18492,lacnic
18493,arin
18496,lacnic
18497,arin
18532,lacnic
18533,arin
18547,lacnic
18548,arin
18576,lacnic
18577,arin
18579,lacnic
18580,arin
18592,lacnic
18593,arin
18644,lacnic
18645,arin
18667,lacnic
18668,arin
18678,lacnic
18679,arin
18732,ripe
18733,arin
18734,lacnic
18735,arin
18739,lacnic
18740,arin
18775,afrinic
18776,arin
18782,lacnic
18783,arin
18809,lacnic
18810,arin
18822,lacnic
18823,arin
18836,lacnic
18837,arin
18840,lacnic
18841,arin
18846,lacnic
18847,arin
18869,lacnic
18870,arin
18881,lacnic
18882,arin
18922,afrinic
18923,arin
18931,afrinic
18932,arin
18941,lacnic
18942,arin
18998,lacnic
18999,arin
19033,lacnic
19034,arin
19037,lacnic
19039,arin
19064,lacnic
19065,arin
19077,lacnic
19078,arin
19089,lacnic
19091,arin
19109,lacnic
19110,arin
19114,lacnic
19115,arin
19132,lacnic
19133,arin
19136,afrinic
19137,arin
19169,lacnic
19170,arin
19178,ripe
19179,arin
19180,lacnic
19181,arin
19182,lacnic
19183,arin
19192,lacnic
19193,arin
19196,lacnic
19197,arin
19200,lacnic
19201,arin
19228,lacnic
19229,arin
19232,afrinic
19233,arin
19244,lacnic
19245,arin
19259,lacnic
19260,arin
19278,lacnic
19279,arin
19315,lacnic
19316,arin
19332,lacnic
19333,arin
19338,lacnic
19339,arin
19361,lacnic
19362,arin
19373,lacnic
19374,arin
19376,ripe
19377,arin
19399,ripe
19400,arin
19411,lacnic
19412,arin
19422,lacnic
19423,arin
19429,lacnic
19430,arin
19447,lacnic
19448,arin
19519,lacnic
19520,arin
19553,lacnic
19554,arin
19582,lacnic
19584,arin
19611,lacnic
19612,arin
19632,lacnic
19633,arin
19676,afrinic
19677,arin
19688,lacnic
19689,arin
19705,apnic
19706,arin
19711,afrinic
19712,arin
19723,lacnic
19724,arin
19731,lacnic
19732,arin
19763,lacnic
19764,arin
19767,lacnic
19768,arin
19832,afrinic
19833,arin
19847,afrinic
19848,arin
19863,lacnic
19864,arin
19873,lacnic
19874,arin
19889,lacnic
19890,arin
19960,lacnic
19961,arin
19978,lacnic
19979,arin
19989,lacnic
19991,arin
20002,lacnic
20003,arin
20011,afrinic
20012,arin
20015,lacnic
20016,arin
20032,lacnic
20033,arin
20043,lacnic
20045,arin
20086,afrinic
20087,arin
20095,afrinic
20096,arin
20106,lacnic
20107,arin
20116,lacnic
20118,arin
20121,lacnic
20122,arin
20142,lacnic
20143,arin
20173,lacnic
20174,arin
20180,afrinic
20181,arin
20191,lacnic
20192,arin
20207,lacnic
20208,arin
20232,lacnic
20233,arin
20244,lacnic
20245,arin
20255,lacnic
20257,arin
20266,lacnic
20267,arin
20294,afrinic
20295,arin
20297,lacnic
20298,arin
20299,lacnic
20300,arin
20305,lacnic
20306,arin
20312,lacnic
20313,arin
20321,lacnic
20322,arin
20345,lacnic
20346,arin
20361,lacnic
20362,arin
20363,lacnic
20364,arin
20418,lacnic
20419,arin
20459,afrinic
20460,arin
20480,ripe
20484,afrinic
20485,ripe
20858,afrinic
20859,ripe
20928,afrinic
20929,ripe
21003,afrinic
21004,ripe
21152,afrinic
21153,ripe
21242,afrinic
21243,ripe
21271,afrinic
21272,ripe
21278,afrinic
21279,ripe
21280,afrinic
21281,ripe
21391,afrinic
21392,ripe
21452,afrinic
21453,ripe
21504,arin
21506,lacnic
21507,arin
21520,lacnic
21521,arin
21571,lacnic
21572,arin
21574,lacnic
21576,arin
21578,lacnic
21579,arin
21590,lacnic
21591,arin
21599,lacnic
21600,arin
21603,lacnic
21604,arin
21612,lacnic
21613,arin
21614,lacnic
21615,arin
21674,lacnic
21675,arin
21692,lacnic
21693,arin
21739,afrinic
21740,arin
21741,lacnic
21742,arin
21753,lacnic
21754,arin
21756,lacnic
21757,arin
21765,lacnic
21766,arin
21768,lacnic
21769,arin
21819,afrinic
21820,arin
21824,lacnic
21825,arin
